title,artist,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Bang Bang,"Jessie J, Ariana Grande, Nicki Minaj",0.706,0.786,0,-3.417,0.091,0.26,0.0,0.38,0.751,150.028
Price Tag,"Jessie J, B.O.B",0.636,0.831,5,-3.945,0.182,0.0294,3.85e-06,0.272,0.668,175.015
Domino,Jessie J,0.758,0.557,7,-4.568,0.034,0.0117,0.0,0.0418,0.781,126.986
"Mama Do (Uh Oh, Uh Oh)",Pixie Lott,0.451,0.873,3,-4.711,0.19,0.171,0.0,0.327,0.589,119.918
Don'T Cha,"The Pussycat Dolls, Busta Rhymes",0.875,0.631,1,-3.475,0.099,0.00542,2.54e-06,0.127,0.549,120.003
Chantaje (Feat. Maluma),"Shakira, Maluma",0.852,0.773,8,-2.921,0.0776,0.187,3.05e-05,0.159,0.907,102.034
"Whenever, Wherever",Shakira,0.793,0.832,1,-4.862,0.0406,0.236,1.12e-05,0.202,0.872,107.661
La Tortura (Feat. Alejandro Sanz),"Shakira, Alejandro Sanz",0.74,0.783,0,-5.367,0.0427,0.0297,0.000308,0.123,0.812,100.011
God'S Plan,Drake,0.754,0.449,7,-9.211,0.109,0.0332,8.29e-05,0.552,0.357,77.169
Passionfruit,Drake,0.809,0.463,11,-11.377,0.0396,0.256,0.085,0.109,0.364,111.98
Sunflower - Spider-Man: Into The Spider-Verse,"Post Malone, Swae Lee",0.755,0.522,2,-4.368,0.0575,0.533,0.0,0.0685,0.925,89.96
Lean On (Feat. Mø & Dj Snake),"Major Lazer, Mø, Dj Snake",0.723,0.809,7,-3.081,0.0625,0.00346,0.00123,0.565,0.274,98.007
Light It Up (Feat. Nyla & Fuse Odg) [Remix],"Major Lazer, Nyla, Fuse Odg",0.747,0.877,9,-3.782,0.0664,0.0375,0.000833,0.233,0.752,107.991
Cold Water (Feat. Justin Bieber & Mø),"Major Lazer, Justin Bieber, Mø",0.608,0.798,6,-5.092,0.0432,0.0736,0.0,0.156,0.501,92.943
Watch Out For This (Bumaye),"Major Lazer, Busy Signal, Fs Green, The Flexican",0.817,0.754,10,-4.128,0.156,0.0193,6.69e-06,0.0585,0.86,107.999
"My Love (Feat. Major Lazer, Wizkid, Dua Lipa)","Wale, Major Lazer, Wizkid, Dua Lipa",0.728,0.811,7,-4.278,0.0564,0.0453,2.07e-06,0.362,0.705,114.995
"Know No Better (Feat. Travis Scott, Camila Cabello & Quavo)","Major Lazer, Travis Scott, Camila Cabello, Quavo",0.738,0.814,7,-4.414,0.0999,0.132,9.64e-06,0.126,0.483,119.041
Get Free,"Major Lazer, Amber Of Dirty Projectors",0.525,0.65,11,-6.961,0.0683,0.0852,0.133,0.133,0.787,175.913
Powerful,"Major Lazer, Ellie Goulding, Tarrus Riley",0.598,0.792,11,-4.043,0.0478,0.121,0.0,0.158,0.732,97.479
Blow That Smoke (Feat.Tove Lo),"Major Lazer, Tove Lo",0.719,0.703,5,-4.93,0.0392,0.032,1.14e-05,0.0656,0.72,101.984
Run Up (Feat. Partynextdoor & Nicki Minaj),"Major Lazer, Partynextdoor, Nicki Minaj",0.803,0.743,1,-3.602,0.0681,0.105,2.12e-06,0.099,0.674,108.005
Just Can’T Get Enough,Black Eyed Peas,0.659,0.628,0,-8.685,0.179,0.186,0.0,0.105,0.262,94.05
Where Is The Love?,Black Eyed Peas,0.837,0.694,5,-3.18,0.176,0.111,0.0,0.128,0.834,94.089
Meet Me Halfway,Black Eyed Peas,0.798,0.629,11,-6.857,0.0735,0.00474,2.17e-05,0.324,0.4,130.0
Rock That Body,Black Eyed Peas,0.715,0.907,7,-6.025,0.0993,0.0172,8.39e-05,0.426,0.841,124.992
Get Lucky (Feat. Pharrell Williams & Nile Rodgers) - Radio Edit,"Daft Punk, Pharrell Williams, Nile Rodgers",0.794,0.811,6,-8.966,0.038,0.0426,1.07e-06,0.101,0.862,116.047
Around The World,Daft Punk,0.956,0.795,7,-5.311,0.15,0.00356,0.889,0.0906,0.841,121.294
Da Funk - Radio Edit,Daft Punk,0.795,0.696,0,-5.829,0.0698,0.00332,0.863,0.328,0.928,111.214
Doin' It Right (Feat. Panda Bear),"Daft Punk, Panda Bear",0.804,0.451,6,-8.207,0.0949,0.388,2.17e-05,0.0924,0.19,178.061
Lose Yourself To Dance (Feat. Pharrell Williams),"Daft Punk, Pharrell Williams",0.832,0.659,10,-7.828,0.057,0.0839,0.00114,0.0753,0.674,100.163
Veridis Quo,Daft Punk,0.604,0.687,9,-13.928,0.045,0.479,0.95,0.104,0.119,106.896
Face To Face,Daft Punk,0.874,0.437,1,-10.234,0.0706,0.00135,0.0296,0.0293,0.963,117.79
Unstoppable,Sia,0.468,0.779,9,-4.839,0.0779,0.112,0.000373,0.101,0.26,173.799
Water Under The Bridge,Adele,0.59,0.833,5,-6.503,0.0615,0.0142,5.35e-06,0.105,0.537,94.963
Rolling In The Deep,Adele,0.73,0.77,8,-5.114,0.0298,0.138,0.0,0.0473,0.507,104.948
Someone Like You,Adele,0.554,0.321,9,-8.251,0.028,0.893,0.0,0.0996,0.288,135.047
Set Fire To The Rain,Adele,0.603,0.67,2,-3.882,0.0249,0.00408,1.66e-06,0.112,0.445,107.995
Hello,Adele,0.47,0.431,5,-6.129,0.0342,0.329,0.0,0.0854,0.289,157.98
Chasing Pavements,Adele,0.618,0.475,5,-6.118,0.025,0.325,0.0,0.112,0.37,80.02
Boys,Lizzo,0.892,0.588,1,-4.287,0.11,0.00319,0.000162,0.0498,0.753,120.042
Good As Hell,Lizzo,0.682,0.919,0,-3.18,0.0875,0.256,0.0,0.442,0.535,95.982
Boom Clap,Charli Xcx,0.659,0.911,4,-2.28,0.0786,0.154,0.000304,0.191,0.576,91.999
1999,"Charli Xcx, Troye Sivan",0.745,0.728,7,-4.686,0.034,0.0183,1.5e-06,0.14,0.625,124.016
Break The Rules,Charli Xcx,0.676,0.926,0,-2.244,0.0425,0.0305,0.000658,0.0771,0.818,124.019
Blame It On Your Love (Feat. Lizzo),"Charli Xcx, Lizzo",0.717,0.755,5,-2.673,0.0481,0.0262,0.0,0.294,0.598,100.022
"I Decided, Part 2 - Freemasons Remix",Solange,0.646,0.706,5,-6.618,0.0281,0.00892,1.17e-06,0.0926,0.621,128.044
Cranes In The Sky,Solange,0.719,0.615,6,-5.972,0.045,0.408,0.000147,0.235,0.465,96.988
Never Really Over,Katy Perry,0.77,0.882,8,-4.792,0.0602,0.194,0.0,0.316,0.385,99.991
Piece Of Your Heart,"Meduza, Goodboys",0.677,0.744,10,-6.806,0.0295,0.0404,0.00016,0.074,0.631,124.08
Loco Contigo (Feat. J. Balvin & Tyga),"Dj Snake, J Balvin, Tyga",0.694,0.758,11,-2.986,0.218,0.278,1.34e-06,0.102,0.371,192.091
Soltera - Remix,"Lunay, Daddy Yankee, Bad Bunny",0.795,0.783,5,-4.271,0.0432,0.361,0.0,0.437,0.799,92.01
Bad Guy (With Justin Bieber),"Billie Eilish, Justin Bieber",0.67,0.453,0,-11.265,0.295,0.252,0.33,0.117,0.68,135.055
Old Town Road - Remix,"Lil Nas X, Billy Ray Cyrus",0.878,0.619,6,-5.56,0.102,0.0533,0.0,0.113,0.639,136.041
So Am I,Ava Max,0.682,0.656,6,-4.67,0.0435,0.0737,0.0,0.353,0.607,130.089
Torn,Ava Max,0.664,0.831,2,-4.472,0.0436,0.111,1.42e-06,0.0596,0.696,125.058
Bury A Friend,Billie Eilish,0.905,0.389,8,-14.505,0.332,0.74,0.162,0.106,0.196,120.046
Wish You Were Gay,Billie Eilish,0.853,0.351,7,-10.198,0.241,0.39,9.38e-06,0.752,0.282,118.028
Idontwannabeyouanymore,Billie Eilish,0.483,0.412,7,-8.461,0.0402,0.737,0.0,0.116,0.247,170.163
Him & I (With Halsey),"G-Eazy, Halsey",0.589,0.731,2,-6.343,0.0868,0.0534,0.0,0.308,0.191,87.908
Bad At Love,Halsey,0.675,0.751,0,-3.539,0.0296,0.0604,0.0,0.0893,0.612,118.384
Johnny Run Away,Tones And I,0.799,0.538,2,-4.775,0.0622,0.642,1.23e-06,0.107,0.582,92.452
In My Blood,Shawn Mendes,0.622,0.712,5,-7.321,0.066,0.0573,0.0,0.13,0.487,140.025
If I Can'T Have You,Shawn Mendes,0.691,0.823,2,-4.197,0.0623,0.487,0.0,0.134,0.87,123.935
The Middle,"Zedd, Maren Morris, Grey",0.753,0.657,7,-3.061,0.0449,0.171,0.0,0.112,0.437,107.01
Control,Zoe Wees,0.599,0.465,4,-4.95,0.0314,0.643,1.57e-06,0.149,0.0678,113.82
Wait For You (Feat. Zoe Wees),"Tom Walker, Zoe Wees",0.502,0.65,1,-4.27,0.0531,0.366,0.0,0.0956,0.392,159.78
This Is The Place,Tom Grennan,0.646,0.617,0,-4.937,0.0349,0.323,0.0,0.0939,0.459,142.357
Together,Sia,0.521,0.877,7,-5.444,0.0683,0.0132,0.0806,0.0929,0.199,180.007
"Feels (Feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris, Pharrell Williams, Katy Perry, Big Sean, Funk Wav",0.893,0.745,11,-3.105,0.0571,0.0642,0.0,0.0943,0.872,101.018
Dark Horse,"Katy Perry, Juicy J",0.647,0.585,6,-6.123,0.0512,0.00314,0.0,0.165,0.353,131.934
Motive (With Doja Cat),"Ariana Grande, Doja Cat",0.789,0.742,10,-5.664,0.0652,0.0681,0.0,0.166,0.661,116.965
"Figures, A Reprise","Jessie Reyez, Daniel Caesar",0.506,0.412,7,-5.64,0.137,0.667,0.0,0.0983,0.195,173.115
Love In The Dark,Jessie Reyez,0.494,0.366,11,-7.266,0.0272,0.797,2.53e-05,0.255,0.251,101.751
Before Love Came To Kill Us,Jessie Reyez,0.357,0.365,10,-6.999,0.0474,0.637,0.000104,0.102,0.182,176.632
Trampoline (With Zayn),"Shaed, Zayn",0.619,0.459,7,-5.782,0.0334,0.56,0.0,0.137,0.498,126.803
Bad Things (With Camila Cabello),"Machine Gun Kelly, Camila Cabello",0.697,0.691,2,-4.757,0.146,0.214,0.0,0.185,0.305,137.853
Never Be The Same - Radio Edit,Camila Cabello,0.652,0.682,0,-4.38,0.0788,0.156,0.00013,0.121,0.269,129.942
Beautiful (Feat. Camila Cabello),"Bazzi, Camila Cabello",0.638,0.717,2,-4.722,0.0337,0.346,0.0,0.105,0.249,100.027
I Know What You Did Last Summer,"Shawn Mendes, Camila Cabello",0.687,0.761,9,-4.582,0.0876,0.102,0.0,0.147,0.743,113.939
Adore You,Harry Styles,0.676,0.771,8,-3.675,0.0483,0.0237,7e-06,0.102,0.569,99.048
All Night,"The Vamps, Matoma",0.538,0.804,8,-5.194,0.0358,0.0041,0.0,0.33,0.507,144.992
I Miss You (Feat. Julia Michaels),"Clean Bandit, Julia Michaels",0.693,0.624,0,-7.482,0.0448,0.299,7.64e-06,0.0955,0.369,105.002
Most Girls,Hailee Steinfeld,0.756,0.572,9,-7.019,0.0763,0.0478,0.0,0.0853,0.417,102.986
Back To You (Feat. Bebe Rexha & Digital Farm Animals),"Louis Tomlinson, Bebe Rexha, Digital Farm Animals",0.683,0.53,5,-4.918,0.142,0.207,0.0,0.394,0.645,75.016
If The World Was Ending - Feat. Julia Michaels,"Jp Saxe, Julia Michaels",0.464,0.473,1,-10.086,0.129,0.866,0.0,0.109,0.604,75.801
Issues,Julia Michaels,0.67,0.415,8,-6.855,0.0786,0.39,0.0,0.0617,0.445,114.212
Boy With Luv (Feat. Halsey),"Bts, Halsey",0.645,0.862,11,-4.757,0.0965,0.0923,0.0,0.192,0.798,119.991
Mine,Bazzi,0.71,0.789,4,-3.874,0.0722,0.0161,2.77e-06,0.451,0.717,142.929
Who Do You Love,"The Chainsmokers, 5 Seconds Of Summer",0.51,0.846,3,-4.595,0.0461,0.0101,0.0,0.208,0.475,139.927
Want You Back,5 Seconds Of Summer,0.612,0.868,0,-4.91,0.0448,0.00649,1e-06,0.193,0.601,98.016
Summer On You,Prettymuch,0.811,0.447,4,-6.55,0.0414,0.636,0.0,0.462,0.694,99.995
X (With Karol G),"Jonas Brothers, Karol G",0.715,0.827,4,-5.09,0.0617,0.0485,3.61e-05,0.321,0.75,117.977
Only Human,Jonas Brothers,0.795,0.496,0,-5.883,0.0722,0.108,0.0,0.0645,0.874,94.01
Five More Minutes,Jonas Brothers,0.836,0.304,4,-7.948,0.0666,0.305,0.0,0.0979,0.688,94.037
Slow Hands,Niall Horan,0.735,0.425,0,-6.648,0.0464,0.011,0.0,0.055,0.848,85.896
Don'T Start Now,Dua Lipa,0.793,0.793,11,-4.521,0.083,0.0123,0.0,0.0951,0.679,123.95
Break My Heart,Dua Lipa,0.73,0.729,4,-3.434,0.0883,0.167,1.39e-06,0.349,0.467,113.013
Sweet But Psycho,Ava Max,0.72,0.706,1,-4.719,0.0473,0.0684,0.0,0.166,0.62,133.002
Kings & Queens,Ava Max,0.637,0.69,1,-4.057,0.0405,0.00786,0.0,0.124,0.457,129.857
Torn,Ava Max,0.665,0.831,2,-4.472,0.0437,0.111,1.53e-06,0.0596,0.696,125.057
Don'T Call Me Up,Mabel,0.674,0.881,9,-2.853,0.147,0.296,3.01e-06,0.0793,0.234,98.994
Lose Control,"Meduza, Becky Hill, Goodboys",0.598,0.526,10,-8.659,0.0415,0.129,0.0,0.14,0.529,123.935
Forever Young - From The Mcdonald'S Christmas Advert 2020,Becky Hill,0.338,0.276,8,-7.246,0.0402,0.915,0.0,0.107,0.427,190.773
Don'T Leave Me Alone (Feat. Anne-Marie),"David Guetta, Anne-Marie",0.688,0.599,4,-8.013,0.0477,0.173,0.0,0.111,0.535,127.988
Cheers To My Teenage Years,Chase Cimala,0.728,0.394,6,-9.797,0.126,0.0902,0.0,0.154,0.262,91.992
Honest,Levi Bent-Lee,0.818,0.599,1,-7.343,0.0627,0.371,0.0,0.12,0.159,99.081
Meet The Man,Noah Schnacky,0.599,0.722,9,-5.911,0.0309,0.0448,1.72e-06,0.106,0.593,150.022
Ooh Ahh (My Life Be Like) (Feat. Toby Mac),"Grits, Tobymac",0.757,0.862,2,-3.519,0.0695,0.114,0.000192,0.285,0.823,99.021
Colourblind,Peach Prc,0.691,0.548,5,-7.163,0.0301,0.198,3.92e-05,0.129,0.494,141.017
Diamond In My Pocket,Cody Johnson,0.546,0.838,7,-3.51,0.0319,0.27,1.24e-05,0.0841,0.719,151.914
Relapse - Stripped,Cap Carter,0.585,0.462,0,-8.523,0.0426,0.852,0.0,0.101,0.223,121.435
Gone Too Soon,Andrew Jannakos,0.529,0.723,4,-6.022,0.035,0.0175,0.0,0.364,0.459,119.942
Love Me Later,Natasha Mosley,0.617,0.456,9,-5.201,0.0466,0.457,0.0,0.0913,0.133,120.08
Crazy,J Nanks,0.793,0.304,10,-11.836,0.0874,0.555,0.0,0.093,0.318,103.045
Nights Without You,Dalton Mauldin,0.539,0.536,5,-8.722,0.0552,0.221,0.0,0.494,0.725,183.784
Say It First,Jutes,0.838,0.651,4,-6.426,0.0541,0.12,0.0,0.121,0.567,117.947
Next Flight Home,Grant Landis,0.691,0.349,4,-12.942,0.0417,0.196,1.01e-05,0.173,0.378,125.934
Bones,Mod Sun,0.515,0.636,4,-5.556,0.0349,0.0898,0.0,0.173,0.124,125.015
Mars,Yungblud,0.293,0.811,5,-5.139,0.0433,0.00383,0.0,0.353,0.383,167.949
No Time For Tears,"Nathan Dawe, Little Mix",0.543,0.881,9,-3.035,0.188,0.0263,1.41e-05,0.107,0.397,125.009
In The Morning,Jennifer Lopez,0.684,0.78,6,-5.968,0.0772,0.106,0.0,0.208,0.735,98.952
Till The Morning (Feat. Young Thug & Lil Durk),"Lil Yachty, Young Thug, Lil Durk",0.782,0.72,7,-7.636,0.138,0.0262,0.0,0.119,0.768,97.997
"T.D (Feat. Tierra Whack, A$Ap Rocky & Tyler, The Creator)","Lil Yachty, Tierra Whack, A$Ap Rocky, Tyler, The Creator",0.775,0.631,10,-6.083,0.33,0.158,0.0,0.602,0.742,124.61
Asshole (Feat. Oliver Tree),"Lil Yachty, Oliver Tree",0.818,0.54,6,-3.605,0.0979,0.129,0.0,0.164,0.466,95.999
Just How I'M Feelin' (Feat. Lil Baby),"Lil Yachty, Lil Baby",0.722,0.554,2,-7.988,0.0627,0.0101,1.7e-06,0.115,0.202,122.989
Certified,Lil Yachty,0.529,0.691,2,-5.135,0.0571,0.0759,0.0,0.26,0.467,159.999
Coffin,Lil Yachty,0.92,0.547,6,-4.98,0.272,0.0241,1.45e-06,0.0998,0.606,138.05
Lil Diamond Boy,Lil Yachty,0.773,0.723,7,-6.583,0.282,0.208,5.23e-06,0.131,0.372,141.105
Christmas Blues (With The Weeknd),"Sabrina Claudio, The Weeknd",0.651,0.415,10,-8.722,0.0367,0.452,1.56e-06,0.124,0.178,125.013
Zombie (Live From The Niva Save Our Stages Festival),Miley Cyrus,0.407,0.872,7,-5.001,0.0354,0.000206,0.0451,0.127,0.323,164.0
Heart Of Glass (Live From The Iheart Festival),Miley Cyrus,0.58,0.908,4,-5.303,0.0341,0.000335,4.84e-05,0.087,0.427,115.016
Golden G String,Miley Cyrus,0.537,0.506,11,-6.139,0.0334,0.348,0.0,0.0786,0.112,105.292
Hate Me,Miley Cyrus,0.652,0.597,6,-6.536,0.0286,0.0244,0.00103,0.238,0.333,90.022
High,Miley Cyrus,0.474,0.54,5,-6.862,0.035,0.00481,1.03e-05,0.299,0.239,72.995
Plastic Hearts,Miley Cyrus,0.551,0.756,2,-4.948,0.0652,0.0511,0.0,0.0765,0.618,175.984
Wtf Do I Know,Miley Cyrus,0.573,0.808,4,-2.595,0.266,0.00394,0.0,0.278,0.654,157.937
Body,"Dreezy, Jeremih",0.735,0.567,0,-5.962,0.0635,0.554,0.0,0.0659,0.574,149.968
Rude,Magic!,0.743,0.807,1,-3.78,0.0364,0.0435,0.0,0.309,0.899,144.062
Trumpets,Jason Derulo,0.627,0.703,0,-4.884,0.236,0.563,0.0,0.0962,0.64,81.897
Am I Wrong,Nico & Vinz,0.725,0.68,8,-5.465,0.0306,0.162,2.13e-06,0.158,0.76,119.939
Fancy,"Iggy Azalea, Charli Xcx",0.911,0.709,10,-4.139,0.0673,0.105,0.0,0.0491,0.365,94.979
Deep Pockets,Drake,0.473,0.824,7,-3.68,0.163,0.482,0.0,0.605,0.374,77.888
When To Say When,Drake,0.41,0.82,1,-6.808,0.533,0.252,0.0,0.538,0.526,170.718
Not You Too (Feat. Chris Brown),"Drake, Chris Brown",0.458,0.452,9,-9.299,0.047,0.342,1.94e-05,0.0703,0.316,86.318
Desires (With Future),"Drake, Future",0.812,0.506,5,-7.706,0.116,0.281,0.0,0.325,0.554,145.074
Time Flies,Drake,0.864,0.477,10,-5.786,0.224,0.201,0.0,0.182,0.5,86.46
Pain 1993 (With Playboi Carti),"Drake, Playboi Carti",0.825,0.373,5,-5.532,0.108,0.163,0.0,0.368,0.12,77.271
From Florida With Love,Drake,0.787,0.477,6,-7.837,0.199,0.768,0.0,0.104,0.476,80.506
Get Ugly,Lil Baby,0.68,0.414,1,-6.944,0.223,0.177,0.0,0.178,0.0734,148.029
Emotionally Scarred,Lil Baby,0.585,0.641,6,-4.269,0.133,0.0286,0.0,0.316,0.266,88.284
Commercial (Feat. Lil Uzi Vert),"Lil Baby, Lil Uzi Vert",0.892,0.486,11,-8.636,0.384,0.0481,0.0,0.146,0.529,120.995
We Do,Kenny Chesney,0.582,0.928,1,-3.771,0.0665,0.00771,2.14e-05,0.0985,0.665,122.013
Heartbreakers,Kenny Chesney,0.58,0.925,7,-3.911,0.0444,0.0133,0.0,0.297,0.856,129.002
Tip Of My Tongue,Kenny Chesney,0.667,0.542,5,-5.6,0.0251,0.0832,0.0,0.0702,0.471,95.026
F&Mu,Kehlani,0.717,0.597,10,-4.465,0.0838,0.383,0.0,0.14,0.44,77.048
Moana,"G-Eazy, Jack Harlow",0.764,0.507,1,-6.879,0.303,0.0422,1.42e-06,0.128,0.356,205.99
Cold (Feat. Tory Lanez),"French Montana, Tory Lanez",0.881,0.785,2,-5.4,0.102,0.0121,0.0,0.0849,0.178,105.972
Lady,Brett Young,0.408,0.523,7,-8.001,0.0353,0.417,9.58e-06,0.0877,0.428,169.954
Unbelievable (Feat. Kaash Paige),"24Kgoldn, Kaash Paige",0.387,0.484,0,-7.683,0.053,0.681,0.0,0.237,0.443,102.03
Back Home (Feat. Summer Walker),"Trey Songz, Summer Walker",0.637,0.718,0,-4.134,0.133,0.0236,1.13e-06,0.083,0.336,85.963
Yeah Right,Joji,0.672,0.588,1,-9.573,0.133,0.619,0.241,0.0992,0.204,169.033
Stuck With U (With Justin Bieber),"Ariana Grande, Justin Bieber",0.597,0.45,8,-6.658,0.0418,0.223,0.0,0.382,0.537,178.765
Go Crazy,"Chris Brown, Young Thug",0.755,0.578,0,-8.932,0.145,0.316,0.0,0.25,0.581,94.148
Toxic,Kehlani,0.653,0.453,7,-5.395,0.0351,0.307,0.00101,0.113,0.0405,111.737
Bad News,Kehlani,0.426,0.408,10,-4.751,0.0441,0.121,0.0,0.159,0.0493,132.203
Good Intentions (Intro),Nav,0.765,0.696,10,-5.181,0.0672,0.102,0.0,0.148,0.916,160.058
No Debate (Feat. Young Thug),"Nav, Young Thug",0.857,0.654,8,-6.303,0.326,0.00209,0.0,0.115,0.446,88.015
My Business (Feat. Future),"Nav, Future",0.853,0.881,1,-4.949,0.178,0.0809,0.0,0.141,0.922,139.979
Turks (With Gunna & Ft. Travis Scott),"Nav, Gunna, Travis Scott",0.894,0.618,7,-4.356,0.129,0.0808,0.0,0.558,0.379,119.1
Status (Feat. Lil Uzi Vert),"Nav, Lil Uzi Vert",0.951,0.72,6,-4.467,0.302,0.0406,0.0,0.0998,0.687,134.033
Codeine (Feat. Gunna),"Nav, Gunna",0.969,0.604,4,-6.305,0.118,0.0922,0.0,0.105,0.899,126.988
Coast To Coast,Nav,0.779,0.869,7,-4.212,0.0968,0.189,1.49e-05,0.113,0.814,74.982
Run It Up (Feat. Pop Smoke),"Nav, Pop Smoke",0.874,0.656,7,-6.478,0.091,0.585,0.0,0.251,0.561,134.022
Recap (Feat. Don Toliver),"Nav, Don Toliver",0.838,0.609,8,-5.161,0.0502,0.231,0.0,0.0983,0.6,127.963
She Hurtin,Nav,0.897,0.597,10,-4.032,0.0575,0.0521,0.0,0.114,0.403,113.005
Did You Wrong,Nav,0.833,0.555,0,-6.107,0.111,0.169,0.0,0.0872,0.495,97.49
No Ice (Feat. Lil Durk),"Nav, Lil Durk",0.822,0.567,8,-6.445,0.275,0.229,0.0,0.231,0.677,80.004
Proud Of Me?,Nav,0.909,0.649,0,-5.118,0.0969,0.258,0.0,0.11,0.422,114.995
24,Arizona Zervas,0.735,0.794,0,-3.434,0.193,0.156,0.0,0.11,0.46,147.98
Ice Cold,Lil Tjay,0.591,0.627,1,-6.117,0.157,0.0696,0.0,0.127,0.0717,175.871
Zoo York (Feat. Fivio Foreign & Pop Smoke),"Lil Tjay, Fivio Foreign, Pop Smoke",0.565,0.569,6,-6.084,0.379,0.0352,8.81e-06,0.106,0.303,92.466
Shoot For The Stars (Feat. Fivio Foreign),"Lil Tjay, Fivio Foreign",0.744,0.695,6,-6.773,0.125,0.0504,0.0,0.0829,0.501,143.028
City On My Back,"Lil Tjay, Jay Critch",0.474,0.546,5,-7.201,0.268,0.0924,1.45e-06,0.153,0.244,140.707
Gettin Lit,"Lil Tjay, Jay Gwuapo",0.718,0.514,2,-10.368,0.166,0.653,0.0,0.0776,0.643,142.08
I Love You'S,Hailee Steinfeld,0.681,0.783,8,-4.997,0.18,0.0262,0.0,0.206,0.323,106.901
Your Name Hurts,Hailee Steinfeld,0.718,0.467,5,-6.799,0.0312,0.362,6.9e-06,0.242,0.239,99.0
End This (L.O.V.E.),Hailee Steinfeld,0.621,0.427,11,-9.733,0.333,0.323,8.35e-06,0.135,0.408,192.183
Man Up,Hailee Steinfeld,0.8,0.36,7,-7.173,0.13,0.316,0.0,0.322,0.418,84.011
Different Meaning,Lil Durk,0.837,0.603,10,-5.94,0.341,0.0312,0.0,0.136,0.199,82.993
3 Headed Goat (Feat. Lil Baby & Polo G),"Lil Durk, Lil Baby, Polo G",0.837,0.482,8,-8.608,0.365,0.268,0.0,0.0991,0.444,143.01
Broke Up In Miami,Lil Durk,0.783,0.475,1,-8.704,0.0708,0.0122,0.000127,0.118,0.249,154.928
Honey In The Summer,Public,0.784,0.589,8,-7.546,0.0378,0.0192,8.35e-05,0.221,0.725,114.066
Introspection,Umi,0.613,0.428,0,-9.064,0.0514,0.245,0.0,0.254,0.352,105.09
Summer Feelings (Feat. Charlie Puth),"Lennon Stella, Charlie Puth",0.696,0.686,5,-6.113,0.0309,0.262,0.0,0.174,0.7,115.982
On Me (Feat. Ava Max),"Thomas Rhett, Kane Brown, Ava Max",0.548,0.721,8,-4.466,0.0472,0.0119,0.0,0.216,0.594,177.918
Daisies,Katy Perry,0.639,0.546,1,-5.382,0.0407,0.0837,0.0,0.122,0.149,122.179
Guys,The 1975,0.384,0.579,6,-8.216,0.0295,0.00297,0.000894,0.213,0.435,203.795
Heart Stop,Turbo,0.73,0.578,1,-7.232,0.103,0.172,0.0,0.103,0.379,81.988
Yeah I Know,The 1975,0.601,0.812,2,-10.774,0.0504,0.358,0.859,0.11,0.418,139.953
Roadkill,The 1975,0.609,0.631,9,-7.115,0.0261,0.0105,0.0,0.452,0.594,134.969
I Think There'S Something You Should Know,The 1975,0.624,0.787,5,-9.481,0.0601,0.0164,0.317,0.194,0.136,123.475
Tonight (I Wish I Was Your Boy),The 1975,0.478,0.456,7,-6.844,0.0529,0.122,1.98e-05,0.214,0.268,171.9
Playing On My Mind,The 1975,0.48,0.333,6,-11.649,0.0282,0.901,0.0,0.149,0.396,80.557
Angels & Demons,Jxdn,0.554,0.8,8,-3.936,0.0395,0.119,0.0,0.629,0.463,115.056
What Should I Say,The 1975,0.676,0.661,1,-8.909,0.0481,0.0923,0.00788,0.102,0.145,105.006
Bagsy Not In Net,The 1975,0.32,0.532,8,-9.613,0.034,0.132,0.0041,0.114,0.329,132.454
Don’T Worry,The 1975,0.34,0.0921,1,-11.968,0.0402,0.924,0.0,0.114,0.381,91.267
Argentina,Gunna,0.804,0.725,1,-9.463,0.0838,0.0912,0.0,0.0708,0.356,139.967
Dollaz On My Head (Feat. Young Thug),"Gunna, Young Thug",0.825,0.458,0,-7.47,0.0577,0.114,0.0,0.102,0.161,145.115
Blindfold (Feat. Lil Baby),"Gunna, Lil Baby",0.889,0.507,2,-8.74,0.162,0.0562,0.0,0.116,0.219,111.994
Cooler Than A Bitch (Feat. Roddy Ricch),"Gunna, Roddy Ricch",0.837,0.586,11,-8.521,0.0807,0.281,0.0,0.134,0.618,117.066
Ain’T Worried Bout It,Florida Georgia Line,0.657,0.614,5,-4.742,0.035,0.266,0.0,0.158,0.51,124.902
Countryside,Florida Georgia Line,0.398,0.562,9,-5.298,0.0362,0.434,0.0,0.126,0.286,84.652
This Love Isn'T Crazy,Carly Rae Jepsen,0.632,0.728,6,-5.759,0.0604,0.00308,0.0,0.278,0.252,117.981
New Best Friend,Neon Trees,0.57,0.758,7,-4.983,0.0316,0.0002,5.15e-06,0.0822,0.238,119.98
Used To Like,Neon Trees,0.535,0.933,8,-4.039,0.0362,0.000409,0.0,0.375,0.514,152.082
Open Up,Umi,0.608,0.674,7,-6.605,0.114,0.19,8.46e-05,0.101,0.66,88.985
Almost Maybes,Jordan Davis,0.582,0.868,11,-3.927,0.0522,0.146,0.0,0.103,0.555,90.105
Ruin My Weekend,Jordan Davis,0.661,0.885,4,-4.25,0.0348,0.128,0.0,0.315,0.848,103.976
Cool Anymore,"Jordan Davis, Julia Michaels",0.521,0.733,7,-5.462,0.0326,0.138,0.0,0.0986,0.506,155.972
