title,artist,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Promise U That,Future,0.638,0.568,1,-6.579,0.159,0.338,0.0,0.487,0.446,127.806
Servin Killa Kam,Future,0.847,0.661,8,-4.614,0.0548,0.000807,0.00126,0.104,0.184,143.979
Unicorn Purp (Feat. Young Thug & Gunna),"Future, Young Thug, Gunna",0.833,0.761,11,-4.905,0.195,0.0158,1.41e-06,0.161,0.377,134.047
Mile High,"James Blake, Travis Scott, Metro Boomin",0.754,0.37,6,-9.854,0.12,0.403,6.22e-05,0.107,0.228,114.941
7 Rings,Ariana Grande,0.725,0.321,1,-10.744,0.323,0.578,0.0,0.0884,0.319,70.142
No Heart,Ynw Melly,0.76,0.568,9,-3.92,0.0558,0.505,0.0,0.107,0.414,77.482
Mixed Personalities (Feat. Kanye West),"Ynw Melly, Kanye West",0.661,0.44,2,-9.104,0.0803,0.457,0.0,0.128,0.352,149.937
Big Plans,Why Don'T We,0.693,0.604,11,-5.279,0.0427,0.0668,0.0,0.114,0.651,75.014
Kick Yo Door,Youngboy Never Broke Again,0.758,0.697,0,-6.456,0.321,0.0853,0.0,0.1,0.755,165.117
Right Back (Feat. Youngboy Never Broke Again) - Remix,"Ar'Mon & Trey, Youngboy Never Broke Again",0.711,0.403,2,-7.254,0.154,0.384,0.0,0.0772,0.781,85.02
Real Ties,Lil Skies,0.819,0.616,1,-5.534,0.167,0.0599,0.0,0.143,0.524,87.493
Times 10 (Feat. Lil Baby),"Sammie, Lil Baby",0.758,0.567,5,-8.274,0.114,0.437,0.0,0.114,0.373,123.905
Wanted A Name,"Frenship, Yoke Lore",0.45,0.822,7,-4.958,0.18,0.0201,2.55e-06,0.134,0.577,180.123
Forget It,Jutes,0.61,0.504,0,-8.858,0.0481,0.385,1.68e-05,0.164,0.371,150.001
Shine (Feat. Madeline Edwards),"Tobe Nwigwe, Madeline Edwards",0.435,0.438,3,-9.83,0.117,0.335,0.0,0.655,0.479,150.461
Version Of Me,Sasha Sloan,0.699,0.493,11,-10.386,0.0699,0.537,0.0,0.258,0.08,94.99
Golden Years - M-Phazes Remix,"Ruel, M-Phazes",0.722,0.559,10,-5.249,0.0342,0.187,8.96e-06,0.125,0.255,110.065
Car Sick (Feat. Nav & Metro Boomin),"Gunna, Metro Boomin, Nav",0.859,0.573,7,-6.24,0.387,0.101,0.0,0.0922,0.4,150.003
When The Party'S Over,Billie Eilish,0.498,0.104,1,-14.08,0.0621,0.979,7.86e-05,0.0895,0.205,124.001
No Time To Die,Billie Eilish,0.38,0.219,4,-13.273,0.0358,0.917,0.0104,0.0827,0.0517,73.537
New House,Rex Orange County,0.402,0.378,1,-8.682,0.0436,0.807,0.0,0.242,0.317,73.262
1 Sided Love,Blackbear,0.584,0.42,8,-7.827,0.0322,0.236,0.0,0.119,0.283,90.051
Then They Go,Elias,0.466,0.36,10,-11.381,0.0367,0.586,0.0,0.145,0.144,104.716
Six Feet Under,Billie Eilish,0.576,0.307,11,-12.732,0.0428,0.807,0.000355,0.0792,0.157,67.513
Into You,Julia Michaels,0.692,0.474,9,-7.124,0.0487,0.251,0.0,0.236,0.83,158.004
Put A Date On It (Feat. Lil Baby),"Yo Gotti, Lil Baby",0.835,0.659,4,-5.696,0.31,0.0123,0.0,0.372,0.579,129.93
No One Compares To You,Jack & Jack,0.7,0.748,1,-6.044,0.0434,0.127,0.0,0.0941,0.631,111.939
Promise Me,Jack & Jack,0.629,0.691,2,-5.661,0.0522,0.26,0.0,0.109,0.24,110.038
Against Me,Luke Christopher,0.459,0.525,0,-7.119,0.0536,0.00666,8.96e-06,0.141,0.143,158.994
Crashing (Feat. Bahari),"Illenium, Bahari",0.582,0.681,5,-6.138,0.0458,0.342,0.0,0.186,0.273,95.995
One Call,Gunna,0.861,0.481,2,-7.309,0.343,0.125,1.38e-05,0.0903,0.188,146.992
Is It Really Me You'Re Missing,Nina Nesbitt,0.535,0.297,6,-6.043,0.0665,0.653,0.0,0.118,0.0492,147.569
Locationships,Cordae,0.715,0.482,5,-9.381,0.445,0.231,0.0,0.143,0.686,136.297
Five Months Later,Prince Fox,0.609,0.558,7,-5.919,0.0549,0.367,0.0,0.173,0.605,139.92
You'Re Not Alone (Feat. Kiiara),"Don Diablo, Kiiara",0.445,0.803,11,-4.055,0.0964,0.204,0.00147,0.066,0.4,123.502
How I Feel Right Now,Cassadee Pope,0.589,0.783,4,-4.647,0.0302,0.492,0.0,0.0997,0.634,140.054
Just Let Go,"Joyner Lucas, Chris Brown",0.645,0.698,5,-6.525,0.376,0.373,0.0,0.106,0.5,139.867
Chillin' In Dallas,"Hyper Fenton, Moflo Music",0.793,0.521,11,-10.601,0.257,0.0111,2.61e-05,0.0755,0.515,171.998
Splash,"Ty James, Unheard",0.6,0.678,1,-5.363,0.0331,0.015,0.0,0.0707,0.459,134.077
Coming Off Strong,Quincy,0.728,0.496,1,-6.722,0.0891,0.556,0.0,0.103,0.347,114.805
Bye Bye (Feat. Ivy Adara) - Acoustic/The Gravity Sessions,"Gryffin, Ivy Adara",0.513,0.49,4,-3.745,0.0322,0.629,0.0,0.0819,0.275,141.853
Bad Idea,Ariana Grande,0.847,0.579,1,-5.314,0.0719,0.0268,0.0545,0.102,0.569,137.998
Who Do You Love,"The Chainsmokers, 5 Seconds Of Summer",0.51,0.835,3,-4.673,0.0447,0.00791,0.0,0.219,0.435,140.024
Common (Feat. Brandi Carlile),"Maren Morris, Brandi Carlile",0.46,0.737,11,-5.332,0.0775,0.591,0.0,0.0811,0.382,104.715
Chi Chi (Feat. Chris Brown),"Trey Songz, Chris Brown",0.744,0.549,9,-6.041,0.0387,0.548,0.0,0.137,0.277,110.004
Better When You'Re Gone,"David Guetta, Brooks, Loote",0.647,0.795,1,-3.548,0.0372,0.0635,0.0,0.188,0.409,127.992
Brand New,Drake,0.399,0.491,6,-8.992,0.0714,0.631,0.0,0.171,0.356,94.542
The Calm,Drake,0.471,0.784,11,-8.25,0.883,0.819,1.13e-05,0.107,0.258,160.833
Say What'S Real,Drake,0.462,0.773,8,-5.375,0.288,0.632,0.0,0.212,0.455,86.157
Uptown (Feat. Bun B & Lil Wayne),"Drake, Bun B, Lil Wayne",0.416,0.824,1,-3.075,0.343,0.00391,0.0,0.104,0.417,85.433
Let’S Call It Off (Feat. Peter Bjorn And John),"Drake, Peter Bjorn And John",0.79,0.731,9,-4.607,0.0327,0.00427,0.29,0.157,0.938,127.403
Successful (Feat. Trey Songz & Lil Wayne),"Drake, Trey Songz, Lil Wayne",0.562,0.544,8,-5.065,0.369,0.536,0.0,0.17,0.231,159.517
Sooner Than Later,Drake,0.616,0.501,5,-5.722,0.24,0.178,1.2e-05,0.105,0.506,94.554
Ignant Shit (Feat. Lil Wayne),"Drake, Lil Wayne",0.591,0.846,7,-3.687,0.276,0.186,0.0,0.463,0.121,94.795
No Sleep (Feat. Bonn),"Martin Garrix, Bonn",0.44,0.635,11,-6.385,0.0326,0.129,0.0,0.121,0.327,128.133
How Did I Get Here (Feat. J. Cole),"Offset, J. Cole",0.883,0.544,2,-7.92,0.233,0.507,1.6e-06,0.08,0.114,129.993
North Star (Feat. Ceelo Green),"Offset, Ceelo Green",0.67,0.391,4,-9.939,0.0729,0.431,0.0,0.24,0.108,79.971
Legacy (Feat. Travis Scott & 21 Savage),"Offset, Travis Scott, 21 Savage",0.844,0.513,1,-8.769,0.335,0.178,0.0,0.0845,0.344,128.085
On Fleek (Feat. Quavo),"Offset, Quavo",0.872,0.472,9,-8.217,0.205,0.243,2.22e-06,0.0902,0.255,130.985
Red Room,Offset,0.936,0.559,7,-8.587,0.157,0.479,0.0,0.128,0.527,112.347
Outstanding,Gunna,0.829,0.73,6,-4.554,0.241,0.309,0.0,0.109,0.324,149.075
Yao Ming,Gunna,0.938,0.504,4,-6.414,0.364,0.179,0.0,0.102,0.586,139.976
Derek Fisher (Feat. Lil Baby),"Gunna, Lil Baby",0.759,0.562,9,-6.228,0.149,0.293,0.0,0.0979,0.706,145.139
Who You Foolin,Gunna,0.916,0.756,0,-7.653,0.188,0.0942,0.0,0.23,0.756,115.69
Footsteps (Feat. Musiq Soulchild),"Kehlani, Musiq Soulchild",0.42,0.638,2,-4.212,0.209,0.817,0.0,0.371,0.478,88.546
Nunya (Feat. Dom Kennedy),"Kehlani, Dom Kennedy",0.675,0.71,1,-4.027,0.21,0.39,0.0,0.381,0.574,97.98
Last Hurrah,Bebe Rexha,0.514,0.618,11,-4.585,0.0317,0.175,0.0,0.117,0.401,84.259
11 Minutes (With Halsey Feat. Travis Barker),"Yungblud, Halsey, Travis Barker",0.464,0.852,11,-3.804,0.067,0.0116,0.0,0.108,0.233,160.075
Nightmares (Feat. Lil Skies),"Yung Pinch, Lil Skies",0.579,0.698,2,-5.701,0.0827,0.107,0.0,0.174,0.302,165.071
Highs And Lows,Lil Skies,0.819,0.756,0,-6.962,0.345,0.0102,0.0,0.0952,0.36,109.996
Blue Strips,Lil Skies,0.776,0.776,6,-6.366,0.316,0.102,0.0,0.138,0.68,161.983
Breathe,Lil Skies,0.642,0.741,6,-5.204,0.163,0.187,1.25e-06,0.146,0.72,76.016
Nowadays Pt. 2 (Feat. Landon Cube),"Lil Skies, Landon Cube",0.687,0.829,4,-3.607,0.0298,0.0836,0.0,0.0986,0.349,152.059
No Rainy Days,Lil Skies,0.588,0.658,2,-7.604,0.0631,0.000366,0.0,0.115,0.526,163.992
The Feels,Maren Morris,0.694,0.788,6,-5.33,0.063,0.109,0.0,0.0647,0.903,96.981
Make Out With Me,Maren Morris,0.352,0.649,10,-6.47,0.0798,0.714,0.0,0.351,0.642,66.745
Good Woman,Maren Morris,0.35,0.436,2,-6.933,0.0287,0.0922,5.16e-06,0.104,0.284,131.716
Here With Me,"Marshmello, Chvrches",0.791,0.565,5,-3.933,0.0439,0.0623,0.0,0.156,0.181,99.961
Time,Alesso,0.768,0.808,5,-1.818,0.112,0.00627,5.33e-06,0.343,0.664,119.971
I'M Not Sorry,"Hardwell, Mike Williams",0.649,0.82,4,-3.812,0.0558,0.121,0.0,0.0771,0.349,128.096
You,Elijah Woods X Jamie Fine,0.654,0.62,2,-6.799,0.0467,0.131,0.0,0.112,0.386,141.923
S.O.S.,Jonas Brothers,0.598,0.685,7,-3.873,0.0679,0.000628,0.0,0.149,0.712,137.035
When You Look Me In The Eyes,Jonas Brothers,0.393,0.767,2,-3.685,0.0337,0.0269,0.0,0.27,0.506,136.047
Fly With Me,Jonas Brothers,0.48,0.926,0,-3.464,0.0577,0.00571,0.0,0.119,0.522,149.963
Poison Ivy,Jonas Brothers,0.482,0.833,7,-3.279,0.0475,0.00563,0.0,0.0863,0.497,169.986
Hold On,Jonas Brothers,0.474,0.904,11,-3.54,0.146,0.00413,0.0,0.31,0.778,149.262
Feelin' Alive,Jonas Brothers,0.574,0.833,11,-4.89,0.0373,0.0155,0.0,0.268,0.297,122.022
Hey You,Jonas Brothers,0.495,0.85,2,-4.086,0.0504,0.00376,0.0,0.111,0.605,87.014
What Is Love,Haddaway,0.69,0.805,7,-5.979,0.0329,0.0196,0.00282,0.281,0.738,123.871
Baby I'M Yours,"Breakbot, Irfane",0.829,0.792,2,-3.755,0.0668,0.726,5.83e-06,0.122,0.758,118.05
Y.M.C.A.,Village People,0.75,0.785,6,-10.926,0.0591,0.0278,0.0,0.0601,0.752,126.361
Kung Fu Fighting,Carl Douglas,0.598,0.673,2,-10.431,0.0693,0.0422,6.84e-05,0.289,0.59,102.035
I Got You (I Feel Good),James Brown & The Famous Flames,0.608,0.471,0,-8.664,0.0945,0.446,3.63e-06,0.369,0.682,70.702
Confessions Of A Dangerous Mind,Logic,0.809,0.756,7,-4.134,0.195,0.399,0.0,0.0913,0.647,141.995
Dior Runners,Nav,0.856,0.796,4,-5.322,0.404,0.16,0.0,0.132,0.448,162.053
Hold Your Breath (Feat. Gunna),"Nav, Gunna",0.825,0.682,8,-5.197,0.214,0.137,0.0,0.122,0.5,146.129
Tension,Nav,0.744,0.518,0,-7.592,0.294,0.403,2.81e-05,0.107,0.339,141.971
Snap,Nav,0.766,0.359,1,-9.491,0.557,0.301,8.05e-06,0.114,0.202,172.0
Ralo,Nav,0.863,0.485,6,-8.44,0.387,0.299,0.0,0.109,0.518,145.945
I'M Ready,Nav,0.829,0.719,1,-5.843,0.435,0.159,0.0,0.112,0.62,156.054
Price On My Head (Feat. The Weeknd),"Nav, The Weeknd",0.768,0.574,6,-6.104,0.136,0.384,1.65e-05,0.336,0.278,74.949
Why You Crying Mama,Nav,0.74,0.454,0,-7.521,0.415,0.424,0.0,0.106,0.412,76.507
Taking Chances,Nav,0.851,0.589,0,-5.077,0.115,0.323,0.0,0.108,0.673,143.943
Two Cups (Feat. Offset & Big Sean),"Rich The Kid, Offset, Big Sean",0.827,0.768,0,-4.587,0.207,0.0214,0.0,0.193,0.496,92.994
4 Phones,Rich The Kid,0.926,0.523,1,-5.914,0.159,0.0279,0.000307,0.103,0.201,141.987
For Keeps (Feat. Youngboy Never Broke Again),"Rich The Kid, Youngboy Never Broke Again",0.589,0.649,7,-5.594,0.52,0.0556,0.0,0.0884,0.253,162.214
Fall Threw (Feat. Young Thug & Gunna),"Rich The Kid, Young Thug, Gunna",0.832,0.649,1,-6.781,0.482,0.0252,0.0,0.255,0.699,76.01
Racks Today,Rich The Kid,0.858,0.607,1,-3.855,0.368,0.0693,0.0,0.169,0.278,74.968
Slide,Rich The Kid,0.792,0.64,11,-6.048,0.23,0.00483,1.27e-05,0.0979,0.41,75.993
Tic Toc (With Tory Lanez),"Rich The Kid, Tory Lanez",0.778,0.644,1,-4.147,0.12,0.0388,0.0,0.115,0.21,169.986
Like Mike (Feat. Jay Critch & A Boogie Wit Da Hoodie),"Rich The Kid, Jay Critch, A Boogie Wit Da Hoodie",0.836,0.636,8,-5.145,0.291,0.128,0.0,0.0462,0.847,142.006
I Don'T Belong In This Club,"Why Don'T We, Macklemore",0.797,0.543,11,-5.744,0.0439,0.0202,0.0,0.0726,0.164,115.036
Your Peace (Feat. Lil Baby),"Jacquees, Lil Baby",0.518,0.63,6,-5.968,0.199,0.00997,0.0,0.101,0.576,195.958
I Like Girls (Feat. Lil Skies),"Pnb Rock, Lil Skies",0.701,0.768,1,-3.531,0.229,0.354,0.0,0.148,0.724,178.151
Shut Up,Greyson Chance,0.821,0.448,9,-4.33,0.0468,0.296,3.26e-06,0.0683,0.45,105.006
White Roses,Greyson Chance,0.41,0.59,5,-7.449,0.065,0.29,0.0,0.112,0.179,126.638
Higher,Third Party,0.472,0.881,6,-6.182,0.0491,0.0081,0.111,0.366,0.24,127.014
Remember,Third Party,0.47,0.905,7,-2.832,0.0645,0.0125,2.01e-06,0.514,0.0549,127.077
"Hideaway - From ""Wonder Park""",Grace Vanderwaal,0.639,0.881,0,-5.068,0.046,0.0985,0.0,0.0519,0.541,92.054
Hold Of Me,Dean Lewis,0.596,0.659,5,-7.856,0.0606,0.0742,0.0,0.123,0.418,142.976
Don'T Worry Bout Me,Zara Larsson,0.752,0.706,5,-6.274,0.0636,0.0797,0.000752,0.129,0.33,125.041
Slow For Me (Feat. Tory Lanez),"Melii, Tory Lanez",0.753,0.789,4,-6.827,0.183,0.259,5.72e-06,0.195,0.434,100.039
That Old Truck,Thomas Rhett,0.601,0.635,1,-7.248,0.032,0.388,2.02e-05,0.187,0.629,93.466
Cool,Jonas Brothers,0.681,0.603,0,-5.533,0.0458,0.0105,0.0,0.159,0.643,79.007
Paradise,Bazzi,0.844,0.644,11,-6.273,0.0479,0.0828,0.0,0.113,0.591,122.061
Caught In The Fire,Bazzi,0.728,0.705,0,-5.81,0.15,0.148,1.27e-05,0.34,0.308,165.002
Monopoly (With Victoria Monét),"Ariana Grande, Victoria Monét",0.892,0.507,0,-8.282,0.378,0.704,3.14e-05,0.109,0.695,143.96
Lottery (Renegade),K Camp,0.924,0.558,1,-8.632,0.19,0.0187,0.000338,0.0746,0.617,148.96
Paid In Full,"Safe, Playboi Carti",0.752,0.64,10,-4.758,0.293,0.393,0.0,0.175,0.647,152.946
Animebae,Manus,0.424,0.548,7,-8.744,0.204,0.348,0.0,0.184,0.393,94.017
Louder,Hadi,0.628,0.601,4,-7.163,0.0267,0.0956,0.00597,0.115,0.401,130.016
Sixteen,Ellie Goulding,0.669,0.801,8,-5.445,0.136,0.268,0.0,0.0594,0.541,109.919
"Coast/Clear (Feat. Joey Bada$$, Flatbush Zombies, Kirk Knight, Nyck Caution & Issa Gold)","Beast Coast, Joey Bada$$, Flatbush Zombies, Kirk Knight, Nyck Caution, Issa Gold",0.672,0.828,11,-5.959,0.13,0.0428,0.0,0.181,0.587,80.016
Earth,Lil Dicky,0.694,0.664,2,-4.649,0.05,0.639,0.0,0.0929,0.676,95.941
"Carry On (From The Original Motion Picture ""Pokémon Detective Pikachu"")","Kygo, Rita Ora",0.591,0.705,9,-6.519,0.079,0.381,0.000116,0.131,0.27,121.799
World Class Cinema,Gus Dapperton,0.569,0.779,8,-3.662,0.0359,0.377,0.0,0.0286,0.878,187.952
If I Tell You,Flipp Dinero,0.711,0.867,11,-1.981,0.32,0.152,0.0,0.0552,0.414,161.966
Back Out (Feat. Ty Dolla $Ign & Dom Kennedy),"24Hrs, Ty Dolla $Ign, Dom Kennedy",0.793,0.577,1,-5.062,0.212,0.00885,0.0,0.116,0.395,200.086
Relationship (Feat. Future),"Young Thug, Future",0.842,0.597,2,-6.336,0.0627,0.00252,0.0,0.124,0.298,145.992
Me! (Feat. Brendon Urie Of Panic! At The Disco),"Taylor Swift, Brendon Urie",0.614,0.839,0,-4.143,0.0702,0.0291,0.0,0.112,0.657,182.123
Lies (Feat. Ty Dolla $Ign & Yg),"Schoolboy Q, Ty Dolla $Ign, Yg",0.781,0.501,8,-5.854,0.3,0.0844,0.0,0.0891,0.22,93.987
Pink Rolex,Blackbear,0.655,0.609,0,-9.169,0.454,0.255,0.0,0.452,0.677,136.151
Hate My Guts,Blackbear,0.774,0.428,8,-7.764,0.464,0.123,0.0,0.13,0.657,95.591
All I Want,"Russ, Davido",0.847,0.577,5,-8.75,0.124,0.299,5.76e-06,0.114,0.626,116.923
I Don'T Exist,Olivia O'Brien,0.755,0.532,11,-7.288,0.0497,0.156,0.0,0.297,0.363,124.916
Inhibition (Omw),Olivia O'Brien,0.537,0.471,0,-6.509,0.19,0.527,0.0,0.159,0.537,158.712
Call Me!!!,Olivia O'Brien,0.782,0.707,0,-5.549,0.0509,0.141,0.0,0.278,0.878,109.01
Slide (Feat. Blueface & Lil Tjay),"French Montana, Blueface, Lil Tjay",0.532,0.704,5,-3.895,0.26,0.093,0.0,0.184,0.591,96.004
If I Can'T Have You,Shawn Mendes,0.692,0.809,2,-4.198,0.0602,0.524,0.0,0.147,0.864,123.911
Dreamin',Pnb Rock,0.54,0.734,4,-3.553,0.292,0.0369,0.0,0.131,0.227,84.534
I Need More,Pnb Rock,0.688,0.677,1,-6.351,0.095,0.191,0.0,0.109,0.426,149.936
Deez Streetz (Feat. Lil Durk),"Pnb Rock, Lil Durk",0.794,0.741,1,-4.985,0.255,0.0375,0.00388,0.143,0.365,157.963
Go To Mars (Feat. Tee Grizzley),"Pnb Rock, Tee Grizzley",0.78,0.802,6,-3.45,0.241,0.0604,0.0,0.188,0.519,82.524
Penny Proud,Pnb Rock,0.713,0.722,0,-3.75,0.0932,0.0332,0.0,0.13,0.269,91.957
Fuck Up The City (Feat. Quavo & Mally Mall),"Pnb Rock, Mally Mall, Quavo",0.829,0.763,10,-3.738,0.0684,0.0816,0.0,0.101,0.374,131.06
Nowadays,Pnb Rock,0.722,0.696,10,-4.238,0.0602,0.341,0.0,0.207,0.356,90.032
Swervin' (Feat. Diplo),"Pnb Rock, Diplo",0.721,0.766,0,-5.235,0.0366,0.564,1.79e-06,0.237,0.245,120.079
All These Bands (Feat. Tory Lanez),"Pnb Rock, Tory Lanez",0.715,0.788,11,-4.529,0.246,0.0329,0.0,0.162,0.643,157.958
Put You On (Feat. A Boogie Wit Da Hoodie),"Pnb Rock, A Boogie Wit Da Hoodie",0.615,0.902,1,-2.821,0.508,0.374,0.0,0.118,0.775,118.013
Choosin',Pnb Rock,0.661,0.593,8,-5.428,0.108,0.166,0.000798,0.107,0.148,148.072
How It Feels,Pnb Rock,0.744,0.715,1,-3.355,0.0547,0.0302,0.0,0.32,0.291,110.079
Pop Out (Feat. Lil Tjay),"Polo G, Lil Tjay",0.861,0.621,1,-7.106,0.362,0.121,0.0,0.0689,0.254,83.976
Facetime,Tana Mongeau,0.556,0.574,1,-6.663,0.0414,0.302,0.0,0.584,0.43,141.93
Groceries,"Chance The Rapper, Tisakorean, Murda Beatz",0.906,0.596,0,-5.88,0.243,0.0578,0.0,0.109,0.701,144.038
"Jealous (Feat. Chris Brown, Lil Wayne & Big Sean)","Dj Khaled, Chris Brown, Lil Wayne, Big Sean",0.614,0.685,10,-3.684,0.147,0.0133,0.0,0.313,0.61,94.9
Just Us (Feat. Sza),"Dj Khaled, Sza",0.639,0.859,9,-2.758,0.147,0.135,0.0,0.129,0.566,93.132
Celebrate (Feat. Travis Scott & Post Malone),"Dj Khaled, Travis Scott, Post Malone",0.362,0.714,9,-3.07,0.0835,0.269,0.0,0.21,0.309,67.4
Weather The Storm (Feat. Meek Mill & Lil Baby),"Dj Khaled, Meek Mill, Lil Baby",0.515,0.802,2,-2.655,0.283,0.18,0.0,0.241,0.279,76.069
Freak N You (Feat. Lil Wayne & Gunna),"Dj Khaled, Lil Wayne, Gunna",0.66,0.771,10,-5.233,0.128,0.00437,3.07e-05,0.29,0.527,91.023
Nightmare,Halsey,0.611,0.622,9,-5.075,0.0734,0.0188,0.0,0.359,0.538,146.11
Places + Faces,Aminé,0.82,0.519,7,-7.544,0.327,0.267,0.0,0.104,0.426,142.986
Civil War - Bonus,Russ,0.913,0.608,7,-6.764,0.259,0.116,0.0,0.109,0.496,101.002
Caroline (Feat. Polo G),"Calboy, Polo G",0.753,0.648,6,-6.03,0.0757,0.201,0.0,0.116,0.338,85.497
Not Ok,"Kygo, Chelsea Cutler",0.618,0.66,11,-8.14,0.0372,0.0292,2.07e-06,0.325,0.408,105.0
One Touch,"Jess Glynne, Jax Jones",0.686,0.693,0,-6.245,0.131,0.329,0.0,0.136,0.699,124.206
Kerwin Frost Scratch That,"10K.Caash, Matt Ox",0.876,0.526,10,-6.61,0.394,0.103,7.6e-06,0.206,0.497,74.984
Earfquake,"Tyler, The Creator",0.554,0.498,9,-8.866,0.0685,0.23,5.98e-06,0.795,0.413,79.635
Tia Tamera (Feat. Rico Nasty),"Doja Cat, Rico Nasty",0.812,0.675,0,-4.594,0.0938,0.017,0.0,0.182,0.408,119.854
I Am Not A Robot,Marina,0.606,0.636,2,-4.559,0.0278,0.57,1.65e-06,0.0944,0.452,120.04
Amour Plastique,Videoclub,0.691,0.379,6,-14.041,0.037,0.759,0.00108,0.113,0.216,119.928
Tourner Dans Le Vide,Indila,0.594,0.698,6,-8.645,0.0428,0.103,0.0,0.173,0.376,119.991
Chinese New Year,Sales,0.744,0.845,4,-7.422,0.253,0.759,0.232,0.1,0.749,75.221
Wait A Minute!,Willow,0.764,0.705,3,-5.279,0.0278,0.0371,1.94e-05,0.0943,0.672,101.003
Tunnel Of Love,"Ilytommy, Savage Ga$P",0.683,0.636,7,-12.096,0.0978,0.302,0.498,0.0972,0.615,160.012
Ride It,Jay Sean,0.712,0.573,11,-5.803,0.15,0.291,0.0,0.403,0.771,92.974
New Flesh,Current Joys,0.621,0.594,9,-16.066,0.0384,0.887,0.498,0.0917,0.698,165.863
Hokus Pokus,Insane Clown Posse,0.87,0.841,11,-5.084,0.0948,0.0193,7.71e-05,0.333,0.857,92.176
Cradles,Sub Urban,0.534,0.589,1,-1.865,0.325,0.256,6.02e-05,0.176,0.632,78.616
Buttercup,Jack Stauber,0.705,0.373,7,-9.066,0.0384,0.723,0.81,0.289,0.551,120.046
Airplane Mode,Limbo,0.668,0.29,4,-14.193,0.209,0.886,0.112,0.106,0.0616,119.887
Wii Tennis,"420 Unlovable, Splash Daddy, Okthxbb",0.954,0.58,7,-8.924,0.367,0.347,1.87e-06,0.134,0.48,128.003
Prom Queen,Beach Bunny,0.528,0.797,4,-7.487,0.0485,0.000391,0.011,0.14,0.751,143.785
Stop Snitchin,Yg,0.842,0.743,7,-4.43,0.329,0.00531,3.69e-06,0.151,0.622,180.917
Go Hard (La.La.La),Kreayshawn,0.706,0.748,8,-4.759,0.0752,0.0566,0.0,0.225,0.693,151.988
Mia Khalifa,Ilovefriday,0.812,0.525,1,-8.798,0.124,0.255,0.0,0.325,0.564,145.016
Cheryl,Yung Gravy,0.801,0.698,0,-8.998,0.33,0.0477,1.46e-06,0.184,0.502,76.5
Slow Dancing In The Dark,Joji,0.515,0.479,3,-7.458,0.0261,0.544,0.00598,0.191,0.284,88.964
Envy Me,Calboy,0.556,0.481,11,-7.663,0.313,0.282,0.0,0.216,0.581,149.025
Faucet Failure,Ski Mask The Slump God,0.935,0.552,10,-9.373,0.335,0.111,0.0,0.0952,0.615,99.993
Don'T Lose Ur Head,"Six, Christina Modestou",0.868,0.602,7,-7.635,0.323,0.256,0.0,0.14,0.73,82.967
I'M Gonna Show You Crazy,Bebe Rexha,0.474,0.537,2,-6.77,0.0649,0.0758,0.0,0.316,0.335,90.103
U Was At The Club (Bottoms Up),The Boyboy West Coast,0.845,0.791,3,-3.674,0.161,0.0186,0.107,0.0957,0.843,117.987
Cheatercheaterbestfriendeater,Never Shout Never,0.768,0.683,7,-7.173,0.0604,0.388,0.0,0.286,0.669,99.955
Geek'D (Feat. Lil Baby),"Bhad Bhabie, Lil Baby",0.855,0.562,9,-7.099,0.299,0.485,7.89e-06,0.112,0.193,164.053
Dancin (Feat. Luvli) - Krono Remix,"Aaron Smith, Krono, Luvli",0.72,0.741,10,-6.529,0.0287,0.101,1.41e-05,0.289,0.357,119.896
Chamber Of Reflection,Mac Demarco,0.535,0.554,11,-8.672,0.0792,0.263,0.904,0.105,0.512,131.226
Chucky Cheese,Madeintyo,0.89,0.542,10,-4.826,0.314,0.523,0.0,0.123,0.565,78.458
Tonight You Belong To Me,Patience & Prudence,0.695,0.278,8,-9.081,0.0303,0.938,0.0,0.0858,0.742,108.355
Falling For U,"Peachy!, Mxmtoon",0.516,0.358,8,-12.018,0.424,0.743,1.3e-06,0.0813,0.397,79.509
The Git Up,Blanco Brown,0.847,0.678,9,-8.635,0.109,0.0669,0.0,0.274,0.811,97.984
Crystal Dolphin,Engelwood,0.567,0.687,1,-9.041,0.125,0.36,0.00293,0.474,0.396,128.201
Sand Storm Feat. Odalisk - Original Mix,Apashe,0.673,0.926,6,-6.506,0.156,0.0227,0.198,0.0555,0.527,149.962
I Love You,Billie Eilish,0.421,0.131,0,-18.435,0.0382,0.952,0.00453,0.109,0.12,137.446
Get Down,"Six, Genesis Lynea",0.898,0.406,4,-9.905,0.101,0.00975,0.0,0.0491,0.381,102.997
I Wanna Be Your Girlfriend,Girl In Red,0.54,0.381,7,-14.323,0.0347,0.0217,0.000687,0.305,0.343,155.882
Fast,Sueco,0.877,0.503,7,-10.269,0.22,0.164,0.0132,0.102,0.529,100.069
Wrong,Luh Kel,0.745,0.728,0,-3.39,0.0423,0.352,0.0,0.228,0.39,120.099
Call Me,90Sflav,0.748,0.265,8,-12.074,0.229,0.952,0.917,0.0866,0.14,77.009
New Year'S Eve,Mal Blum,0.516,0.199,7,-9.541,0.0402,0.874,4.93e-06,0.108,0.575,105.622
Go Loko,"Yg, Tyga, Jon Z",0.88,0.67,2,-5.188,0.0429,0.299,5.08e-06,0.0677,0.142,100.995
